Habit,Date,Status,Comment
Stretch,2022-08-21,fail,
Stretch,2022-08-22,fail,
Stretch,2022-08-25,fail,
Stretch,2022-08-26,fail,
Stretch,2022-08-27,fail,
Stretch,2022-08-28,fail,
Upload 3 shorts,2022-08-21,fail,
Sleep,2022-08-22,fail,
Upload 3 shorts,2022-08-22,fail,
Upload 3 shorts,2022-08-23,fail,
Upload 3 shorts,2022-08-24,fail,
Upload 3 shorts,2022-08-25,fail,
Upload 3 shorts,2022-08-26,fail,
Upload 3 shorts,2022-08-27,fail,
Upload 3 shorts,2022-08-28,fail,
Upload 3 shorts,2022-08-29,fail,
Upload 3 shorts,2022-08-30,fail,
Upload 3 shorts,2022-08-31,fail,
Upload 3 shorts,2022-09-01,fail,
Upload 3 shorts,2022-09-02,fail,
Upload 3 shorts,2022-09-03,fail,
Upload 3 shorts,2022-09-04,fail,
Upload 3 shorts,2022-09-05,fail,
Upload 3 shorts,2022-09-06,fail,
Upload 3 shorts,2022-09-07,fail,
Upload 3 shorts,2022-09-08,fail,
Upload 3 shorts,2022-09-09,fail,
Upload 3 shorts,2022-09-10,fail,
Upload 3 shorts,2022-09-11,fail,
Upload 3 shorts,2022-09-12,fail,
Upload 3 shorts,2022-09-13,fail,
Upload 3 shorts,2022-09-14,fail,
Lift,2022-09-15,fail,
Stretch,2022-08-23,fail,
Stretch,2022-08-24,fail,
Stretch,2022-08-29,fail,
Stretch,2022-08-30,fail,
Stretch,2022-08-31,fail,
Up before 7,2022-06-28,success,
Stretch,2022-09-01,fail,
Stretch,2022-09-02,fail,
Read,2022-09-15,fail,
Sleep,2022-09-15,fail,
Stretch,2022-09-03,fail,
Stretch,2022-09-04,success,
Stretch,2022-09-05,success,
Stretch,2022-09-06,fail,
Stretch,2022-09-07,fail,
Stretch,2022-09-08,fail,
Stretch,2022-09-09,fail,
Stretch,2022-09-10,fail,
Stretch,2022-09-11,fail,
Stretch,2022-09-12,success,
Stretch,2022-09-13,fail,
Stretch,2022-09-14,fail,
Stretch,2022-09-15,fail,
Up before 7,2022-06-29,fail,
Up before 7,2022-06-30,fail,
Up before 7,2022-07-01,fail,
Up before 7,2022-07-02,fail,
Up before 7,2022-07-03,fail,
Up before 7,2022-07-04,fail,
Up before 7,2022-07-05,fail,
Lift,2022-09-18,fail,
Up before 7,2022-07-06,fail,
Lift,2022-09-16,fail,
Lift,2022-09-20,fail,
Lift,2022-09-21,fail,
Up before 7,2022-07-07,fail,
Lift,2022-09-17,fail,
Lift,2022-09-19,success,
Up before 7,2022-07-09,fail,
Lift,2022-09-24,fail,
Up before 7,2022-07-08,fail,
Read,2022-09-30,skip,
Stretch,2022-09-18,fail,
Up before 7,2022-07-10,fail,
Up before 7,2022-07-11,fail,
Up before 7,2022-07-12,fail,
Up before 7,2022-07-13,fail,
Up before 7,2022-07-14,fail,
Up before 7,2022-07-15,fail,
Up before 7,2022-07-16,fail,
Up before 7,2022-07-17,fail,
Up before 7,2022-07-18,success,
Up before 7,2022-07-19,success,
Up before 7,2022-07-20,success,
Up before 7,2022-07-21,success,
Up before 7,2022-07-22,success,
Up before 7,2022-07-23,success,
Up before 7,2022-07-24,fail,
Up before 7,2022-07-25,success,
Up before 7,2022-07-26,fail,
Up before 7,2022-07-27,fail,
Up before 7,2022-07-28,fail,
Up before 7,2022-07-29,success,
Up before 7,2022-07-30,fail,
Up before 7,2022-07-31,fail,
Up before 7,2022-08-01,fail,
Up before 7,2022-08-02,fail,
Up before 7,2022-08-03,fail,
Up before 7,2022-08-04,fail,
Up before 7,2022-08-05,fail,
Up before 7,2022-08-06,success,
Up before 7,2022-08-07,fail,
Up before 7,2022-08-08,fail,
Up before 7,2022-08-09,fail,
Up before 7,2022-08-10,fail,
Up before 7,2022-08-11,fail,
Up before 7,2022-08-12,fail,
Up before 7,2022-08-13,fail,
Up before 7,2022-08-14,fail,
Up before 7,2022-08-15,fail,
Up before 7,2022-08-16,fail,
Up before 7,2022-08-17,success,
Up before 7,2022-08-18,success,
Up before 7,2022-08-19,success,
Up before 7,2022-08-20,fail,
Up before 7,2022-08-21,success,
Up before 7,2022-08-22,success,
Up before 7,2022-08-23,success,
Up before 7,2022-08-24,success,
Up before 7,2022-08-25,success,
Up before 7,2022-08-26,fail,
Up before 7,2022-08-27,fail,
Up before 7,2022-08-28,fail,
Up before 7,2022-08-29,fail,
Up before 7,2022-08-30,success,
Up before 7,2022-08-31,fail,
Up before 7,2022-09-01,fail,
Up before 7,2022-09-02,fail,
Up before 7,2022-09-03,fail,
Up before 7,2022-09-04,fail,
Up before 7,2022-09-05,fail,
Up before 7,2022-09-06,success,
Read,2022-10-02,skip,
Up before 7,2022-09-07,fail,
Up before 7,2022-09-08,fail,
Up before 7,2022-09-09,fail,
Up before 7,2022-09-10,fail,
Up before 7,2022-09-11,fail,
Up before 7,2022-09-12,success,
Up before 7,2022-09-13,success,
Up before 7,2022-09-14,fail,
Up before 7,2022-09-15,fail,
GRE/PORTFOLIO/MASTERS,2022-09-16,fail,
GRE/PORTFOLIO/MASTERS,2022-09-17,fail,
Sleep,2022-09-17,fail,
Upload 3 shorts,2022-09-17,fail,
GRE/PORTFOLIO/MASTERS,2022-09-18,fail,
GRE/PORTFOLIO/MASTERS,2022-10-01,fail,
Read,2022-09-16,fail,
Sleep,2022-09-16,success,
Read,2022-09-17,fail,
Read,2022-09-18,fail,
Sleep,2022-09-18,fail,
GRE/PORTFOLIO/MASTERS,2022-09-19,fail,
Up before 7,2022-09-16,fail,
Up before 7,2022-09-17,fail,
Up before 7,2022-09-18,fail,
Upload 3 shorts,2022-09-18,fail,
Read,2022-09-19,success,
Sleep,2022-09-19,fail,
Daily accountability,2022-09-28,fail,
GRE/PORTFOLIO/MASTERS,2022-09-22,fail,
Lift,2022-09-22,fail,
GRE/PORTFOLIO/MASTERS,2022-09-26,fail,
Lift,2022-09-23,fail,
Lift,2022-09-25,fail,
GRE/PORTFOLIO/MASTERS,2022-09-27,fail,
Lift,2022-09-26,fail,
Daily accountability,2022-09-29,fail,
Up before 7,2022-09-24,fail,
Lift,2022-09-27,fail,
Lift,2022-09-28,fail,
Lift,2022-09-29,success,
Lift,2022-09-30,fail,
Lift,2022-10-01,fail,
Lift,2022-10-02,fail,
Up before 7,2022-09-25,fail,
Lift,2022-10-03,fail,
Lift,2022-10-04,fail,
Lift,2022-10-05,fail,
Lift,2022-10-06,fail,
Stretch,2022-09-16,fail,
Stretch,2022-09-17,fail,
Stretch,2022-09-19,success,
Stretch,2022-09-20,fail,
Stretch,2022-09-21,fail,
Lift,2022-10-09,fail,
Stretch,2022-09-22,fail,
Lift,2022-10-07,fail,
Lift,2022-10-08,fail,
Stretch,2022-09-23,fail,
Stretch,2022-09-25,success,
Lift,2022-10-10,success,
Lift,2022-10-11,fail,
Lift,2022-10-12,success,
Upload 3 shorts,2022-09-15,fail,
GRE/PORTFOLIO/MASTERS,2022-09-23,fail,
Up before 7,2022-09-19,fail,
GRE/PORTFOLIO/MASTERS,2022-09-20,fail,
GRE/PORTFOLIO/MASTERS,2022-09-21,fail,
GRE/PORTFOLIO/MASTERS,2022-09-25,fail,
Read,2022-09-20,fail,
GRE/PORTFOLIO/MASTERS,2022-09-29,fail,
GRE/PORTFOLIO/MASTERS,2022-09-30,fail,
Sleep,2022-09-20,success,
Read,2022-09-21,fail,
GRE/PORTFOLIO/MASTERS,2022-09-24,fail,
Sleep,2022-09-21,fail,
Sleep,2022-09-22,fail,
Sleep,2022-09-23,fail,
Sleep,2022-09-24,fail,
Upload 3 shorts,2022-09-16,fail,
GRE/PORTFOLIO/MASTERS,2022-09-28,fail,
Up before 7,2022-09-20,fail,
Sleep,2022-09-25,success,
Sleep,2022-09-26,fail,
Up before 7,2022-09-21,success,
Read,2022-09-22,fail,
Read,2022-09-23,fail,
Read,2022-09-24,fail,
Upload 3 shorts,2022-09-22,fail,
Upload 3 shorts,2022-09-23,fail,
Read,2022-09-25,fail,
Up before 7,2022-09-22,fail,
Up before 7,2022-09-23,fail,
Upload 3 shorts,2022-09-24,fail,
Read,2022-09-26,fail,
Read,2022-09-27,fail,
Read,2022-09-28,fail,
Read,2022-09-29,skip,
Notion journal,2022-10-05,fail,
Read,2022-10-01,skip,
Notion journal,2022-10-03,fail,
Notion journal,2022-10-04,success,
Upload 3 shorts,2022-09-26,fail,
Notion journal,2022-10-06,success,
Notion journal,2022-10-07,fail,
Read,2022-10-03,fail,
Notion journal,2022-10-08,fail,
Notion journal,2022-10-09,success,
Notion journal,2022-10-10,success,
Notion journal,2022-10-11,fail,
Notion journal,2022-10-12,success,
Notion journal,2022-10-16,success,
Read,2022-10-04,fail,
Read,2022-10-06,success,
Upload 3 shorts,2022-09-19,fail,
Upload 3 shorts,2022-09-20,fail,
Upload 3 shorts,2022-09-21,fail,
Read,2022-10-05,fail,
Read,2022-10-07,success,
Read,2022-10-08,fail,
Upload 3 shorts,2022-09-25,fail,
Read,2022-10-09,fail,
Read,2022-10-10,success,
Read,2022-10-11,fail,
Read,2022-10-12,fail,
Sleep,2022-09-27,fail,
Up before 7,2022-09-26,fail,
Up before 7,2022-09-27,fail,
Sleep,2022-09-28,success,
Up before 7,2022-09-28,fail,
GRE/PORTFOLIO/MASTERS,2022-10-02,fail,
Upload 3 shorts,2022-09-27,fail,
GRE/PORTFOLIO/MASTERS,2022-10-03,fail,
GRE/PORTFOLIO/MASTERS,2022-10-04,fail,
Upload 3 shorts,2022-09-28,fail,
GRE/PORTFOLIO/MASTERS,2022-10-05,fail,
GRE/PORTFOLIO/MASTERS,2022-10-06,success,
GRE/PORTFOLIO/MASTERS,2022-10-08,success,
GRE/PORTFOLIO/MASTERS,2022-10-09,success,
Stretch,2022-09-24,fail,
GRE/PORTFOLIO/MASTERS,2022-10-07,success,
Stretch,2022-09-26,fail,
Stretch,2022-09-27,fail,
Stretch,2022-09-28,fail,
Sleep,2022-09-29,skip,
Sleep,2022-09-30,skip,
Up before 7,2022-09-29,fail,
Sleep,2022-10-01,skip,
Stretch,2022-09-29,fail,
Stretch,2022-09-30,fail,
Upload 3 shorts,2022-09-29,fail,
Stretch,2022-10-01,fail,
Up before 7,2022-09-30,fail,
Up before 7,2022-10-01,fail,
Upload 3 shorts,2022-09-30,fail,
Up before 7,2022-10-02,fail,
Up before 7,2022-10-03,fail,
Up before 7,2022-10-04,fail,
Up before 7,2022-10-05,fail,
Up before 7,2022-10-06,fail,
3 tiktoks,2022-10-26,success,
Up before 7,2022-10-07,fail,
Up before 7,2022-10-08,fail,
Up before 7,2022-10-09,fail,
Up before 7,2022-10-10,fail,
Upload 3 shorts,2022-10-01,fail,
Sleep,2022-10-02,skip,
Upload 3 shorts,2022-10-02,fail,
Sleep,2022-10-03,fail,
Sleep,2022-10-04,fail,
Upload 3 shorts,2022-10-04,fail,
Sleep,2022-10-05,success,
Stretch,2022-10-05,fail,
Upload 3 shorts,2022-10-03,fail,
Sleep,2022-10-06,fail,
Upload 3 shorts,2022-10-05,fail,
Upload 3 shorts,2022-10-06,fail,
Sleep,2022-10-07,success,
Upload 3 shorts,2022-10-07,fail,
Sleep,2022-10-08,success,
Sleep,2022-10-09,success,
Sleep,2022-10-10,fail,
Sleep,2022-10-11,fail,
Sleep,2022-10-12,fail,
Stretch,2022-10-02,fail,
Stretch,2022-10-03,fail,
Stretch,2022-10-04,fail,
Stretch,2022-10-06,fail,
Stretch,2022-10-07,success,
Stretch,2022-10-08,fail,
Stretch,2022-10-09,fail,
Upload 3 shorts,2022-10-08,fail,
Stretch,2022-10-10,success,
Upload 3 shorts,2022-10-10,fail,
Stretch,2022-10-11,fail,
Up before 7,2022-10-11,fail,
Upload 3 shorts,2022-10-09,fail,
Stretch,2022-10-12,success,
Up before 7,2022-10-12,fail,
Upload 3 shorts,2022-10-11,fail,
Upload 3 shorts,2022-10-12,fail,
Daily accountability,2022-10-18,success,
Daily accountability,2022-10-26,success,
Duo,2022-10-18,fail,
Notion journal,2022-04-06,success,
Notion journal,2022-10-18,success,
Upload 3 shorts,2022-10-18,fail,
Duo,2022-10-26,fail,
Lift,2022-10-18,fail,
Lift,2022-10-25,success,
Lift,2022-10-26,success,
Read,2022-10-18,fail,
Stretch,2022-10-18,fail,
Up before 7,2022-10-18,fail,
Notion journal,2022-10-26,fail,
Read,2022-10-26,success,
Sleep,2022-10-18,success,
Sleep,2022-10-26,fail,
Stretch,2022-10-26,fail,
Up before 7,2022-10-26,success,
Upload 3 shorts,2022-10-26,fail,
Workout,2021-03-07,skip,
daily_tiktok_ditl,2022-12-25,success,
daily_tiktok_ditl,2022-12-26,success,
daily_tiktok_ditl,2022-12-27,fail,
daily_tiktok_ditl,2022-12-28,success,
daily_tiktok_ditl,2022-12-29,fail,
daily_tiktok_ditl,2022-12-30,success,
daily_tiktok_ditl,2022-12-31,success,
daily_tiktok_ditl,2023-01-01,fail,
daily_tiktok_ditl,2023-01-02,fail,
daily_tiktok_ditl,2023-01-03,success,
daily_tiktok_ditl,2023-01-04,success,
daily_tiktok_ditl,2023-01-05,success,
daily_tiktok_ditl,2023-01-06,success,
daily_tiktok_ditl,2023-01-07,fail,
fifteen_min_tiktok_data,2023-01-07,fail,
daily_tiktok_ditl,2023-01-08,success,
fifteen_min_tiktok_data,2023-01-08,success,
daily_tiktok_ditl,2023-01-09,success,
daily_tiktok_ditl,2023-01-10,success,
daily_tiktok_ditl,2023-01-11,fail,
daily_tiktok_ditl,2023-01-12,fail,
daily_tiktok_ditl,2023-01-13,fail,
daily_tiktok_ditl,2023-01-14,fail,
daily_tiktok_ditl,2023-01-15,success,
daily_tiktok_ditl,2023-01-16,success,
daily_tiktok_ditl,2023-01-17,skip,
daily_tiktok_ditl,2023-01-18,fail,
six_interviews_snap,2023-01-05,success,
six_interviews_snap,2023-01-06,success,
six_interviews_snap,2023-01-07,fail,
six_interviews_snap,2023-01-08,success,
six_interviews_snap,2023-01-09,success,
six_interviews_snap,2023-01-10,success,
six_interviews_snap,2023-01-11,success,
daily_tiktok_ditl,2023-01-19,fail,
six_interviews_snap,2023-01-12,fail,
six_interviews_snap,2023-01-13,fail,
six_interviews_snap,2023-01-14,fail,
six_interviews_snap,2023-01-15,success,
six_interviews_snap,2023-01-16,success,
six_interviews_snap,2023-01-17,skip,
six_interviews_snap,2023-01-18,success,
six_interviews_snap,2023-01-19,success,
daily_tiktok_ditl,2023-01-20,fail,
six_interviews_snap,2023-01-20,fail,
daily_tiktok_ditl,2023-01-21,fail,
journal,2023-01-05,success,
journal,2023-01-06,success,
daily_tiktok_ditl,2023-01-23,success,
journal,2023-01-07,success,
journal,2023-01-08,success,
journal,2023-01-09,success,
journal,2023-01-10,success,
daily_tiktok_ditl,2023-01-24,fail,
daily_tiktok_ditl,2023-01-25,success,
daily_tiktok_ditl,2023-01-27,fail,
daily_tiktok_ditl,2023-01-28,fail,
journal,2023-01-11,success,
journal,2023-01-12,fail,
journal,2023-01-13,fail,
journal,2023-01-14,success,
journal,2023-01-15,success,
daily_tiktok_ditl,2023-01-22,fail,
daily_tiktok_ditl,2023-01-26,fail,
journal,2023-01-16,success,
journal,2023-01-17,skip,
journal,2023-01-18,success,
journal,2023-01-19,success,
journal,2023-01-20,fail,
journal,2023-01-21,fail,
journal,2023-01-22,success,
journal,2023-01-23,success,
journal,2023-01-24,success,
six_interviews_snap,2023-01-24,success,
journal,2023-01-25,success,
six_interviews_snap,2023-01-25,fail,
journal,2023-01-26,success,
journal,2023-01-27,fail,
journal,2023-01-28,fail,
six_interviews_snap,2023-01-26,success,
six_interviews_snap,2023-01-27,fail,
six_interviews_snap,2023-01-28,fail,
daily_tiktok_ditl,2023-01-29,success,
six_interviews_yt,2022-12-26,fail,
six_interviews_yt,2022-12-27,fail,
six_interviews_yt,2022-12-28,success,
six_interviews_yt,2022-12-29,success,
six_interviews_yt,2022-12-30,success,
six_interviews_yt,2022-12-31,fail,
six_interviews_yt,2023-01-01,success,
six_interviews_yt,2023-01-02,fail,
six_interviews_yt,2023-01-03,success,
six_interviews_snap,2023-01-04,success,
six_interviews_yt,2023-01-04,success,
six_interviews_yt,2023-01-05,success,
six_interviews_yt,2023-01-06,success,
six_interviews_yt,2023-01-07,fail,
six_interviews_yt,2023-01-08,success,
six_interviews_yt,2023-01-09,success,
six_interviews_yt,2023-01-10,success,
six_interviews_yt,2023-01-11,success,
three_hours_mytime,2023-01-04,success,
three_hours_mytime,2023-01-05,success,
six_interviews_yt,2023-01-12,fail,
six_interviews_yt,2023-01-13,fail,
six_interviews_yt,2023-01-15,success,
six_interviews_yt,2023-01-16,success,
six_interviews_yt,2023-01-17,skip,
fifteen_min_tiktok_data,2023-01-22,fail,
three_hours_mytime,2022-12-25,fail,
six_interviews_yt,2023-01-18,success,
daily_tiktok_ditl,2023-02-07,success,
six_interviews_yt,2023-01-19,success,
three_hours_mytime,2022-12-26,fail,
six_interviews_yt,2023-01-14,fail,
three_hours_mytime,2022-12-27,success,
three_hours_mytime,2022-12-28,fail,
three_hours_mytime,2022-12-29,fail,
three_hours_mytime,2022-12-30,success,
three_hours_mytime,2022-12-31,success,
three_hours_mytime,2023-01-01,success,
three_hours_mytime,2023-01-02,fail,
three_hours_mytime,2023-01-03,success,
three_hours_mytime,2023-01-06,fail,
fifteen_min_tiktok_data,2023-01-10,success,
fifteen_min_tiktok_data,2023-01-11,fail,
fifteen_min_tiktok_data,2023-01-12,fail,
daily_tiktok_ditl,2023-02-11,success,
fifteen_min_tiktok_data,2023-01-13,fail,
three_hours_mytime,2023-01-07,success,
fifteen_min_tiktok_data,2023-01-14,fail,
three_hours_mytime,2023-01-08,success,
three_hours_mytime,2023-01-09,fail,
fifteen_min_tiktok_data,2023-01-15,fail,
daily_tiktok_ditl,2023-02-08,fail,
three_hours_mytime,2023-01-10,success,
three_hours_mytime,2023-01-11,fail,
three_hours_mytime,2023-01-12,fail,
three_hours_mytime,2023-01-13,fail,
three_hours_mytime,2023-01-14,fail,
three_hours_mytime,2023-01-15,success,
fifteen_min_tiktok_data,2023-01-16,success,
fifteen_min_tiktok_data,2023-01-17,skip,
fifteen_min_tiktok_data,2023-01-18,success,
daily_tiktok_ditl,2023-02-13,success,
fifteen_min_tiktok_data,2023-01-19,fail,
fifteen_min_tiktok_data,2023-01-20,fail,
fifteen_min_tiktok_data,2023-01-21,fail,
three_hours_mytime,2023-01-18,fail,
fifteen_min_tiktok_data,2023-01-24,fail,
three_hours_mytime,2023-01-16,success,
three_hours_mytime,2023-01-17,skip,
three_hours_mytime,2023-01-20,fail,
fifteen_min_tiktok_data,2023-01-25,fail,
three_hours_mytime,2023-01-19,success,
three_hours_mytime,2023-01-21,fail,
three_hours_mytime,2023-01-22,success,
fifteen_min_tiktok_data,2023-01-26,success,
fifteen_min_tiktok_data,2023-01-27,fail,
three_hours_mytime,2023-01-25,success,
three_hours_mytime,2023-01-26,success,
three_hours_mytime,2023-01-27,success,
fifteen_min_tiktok_data,2023-01-28,fail,
daily_tiktok_ditl,2023-01-30,success,
six_interviews_snap,2023-01-21,fail,
three_hours_mytime,2023-01-24,success,
daily_tiktok_ditl,2023-02-10,fail,
fifteen_min_tiktok_data,2023-01-29,fail,
three_hours_mytime,2023-01-23,success,
three_hours_mytime,2023-01-28,fail,
daily_tiktok_ditl,2023-02-12,success,
three_hours_mytime,2023-01-29,success,
fifteen_min_tiktok_data,2023-01-30,fail,
journal,2023-01-29,success,
daily_tiktok_ditl,2023-02-06,fail,
journal,2023-01-30,success,
daily_tiktok_ditl,2023-01-31,success,
daily_tiktok_ditl,2023-02-09,fail,
six_interviews_snap,2023-01-23,success,
six_interviews_snap,2023-01-29,fail,
six_interviews_snap,2023-01-30,success,
fifteen_min_tiktok_data,2023-01-31,success,
daily_tiktok_ditl,2023-02-01,success,
three_hours_mytime,2023-01-30,success,
three_hours_mytime,2023-01-31,fail,
daily_tiktok_ditl,2023-02-02,fail,
six_interviews_snap,2023-01-31,success,
daily_tiktok_ditl,2023-02-03,fail,
daily_tiktok_ditl,2023-02-04,fail,
daily_tiktok_ditl,2023-02-05,success,
six_interviews_snap,2023-02-01,fail,
daily_tiktok_ditl,2023-02-14,success,
daily_youtube,2023-01-13,fail,
daily_tiktok_ditl,2023-02-20,fail,
daily_youtube,2023-01-14,fail,
daily_youtube,2023-01-15,fail,
daily_tiktok_ditl,2023-02-15,fail,
daily_tiktok_ditl,2023-02-16,success,
daily_tiktok_ditl,2023-02-17,fail,
daily_tiktok_ditl,2023-02-18,fail,
daily_tiktok_ditl,2023-02-19,fail,
daily_tiktok_ditl,2023-02-21,success,
daily_youtube,2023-01-16,fail,
daily_tiktok_ditl,2023-02-22,fail,
daily_tiktok_ditl,2023-02-23,fail,
daily_youtube,2023-01-18,fail,
daily_youtube,2023-01-19,success,
daily_tiktok_ditl,2023-02-24,fail,
daily_tiktok_ditl,2023-02-25,fail,
daily_tiktok_ditl,2023-02-26,fail,
daily_tiktok_ditl,2023-02-27,success,
daily_tiktok_ditl,2023-02-28,fail,
daily_tiktok_ditl,2023-03-01,success,
daily_tiktok_ditl,2023-03-02,fail,
daily_tiktok_ditl,2023-03-03,fail,
daily_tiktok_ditl,2023-03-04,fail,
daily_tiktok_ditl,2023-03-05,fail,
daily_youtube,2022-12-25,fail,
daily_youtube,2022-12-26,fail,
daily_tiktok_ditl,2023-03-08,fail,
daily_youtube,2022-12-27,fail,
daily_youtube,2022-12-28,success,
daily_youtube,2022-12-29,fail,
daily_youtube,2022-12-30,fail,
daily_youtube,2022-12-31,fail,
daily_youtube,2023-01-01,success,
daily_tiktok_ditl,2023-03-07,fail,
daily_youtube,2023-01-02,fail,
daily_youtube,2023-01-03,fail,
daily_youtube,2023-01-04,success,
daily_youtube,2023-01-05,fail,
daily_youtube,2023-01-06,success,
daily_youtube,2023-01-07,fail,
daily_youtube,2023-01-08,fail,
daily_youtube,2023-01-09,success,
daily_youtube,2023-01-10,success,
fifteen_min_tiktok_data,2023-01-09,fail,
daily_youtube,2023-01-11,fail,
daily_youtube,2023-01-12,fail,
daily_youtube,2023-01-17,skip,
daily_tiktok_ditl,2023-03-06,fail,
sleep_seventhirty,2023-01-17,fail,
daily_youtube,2023-01-20,fail,
daily_youtube,2023-01-21,fail,
fifteen_min_meditation,2022-12-26,success,
fifteen_min_meditation,2022-12-31,fail,
fifteen_min_meditation,2023-01-02,success,
fifteen_min_meditation,2023-01-03,success,
fifteen_min_meditation,2023-01-04,fail,
fifteen_min_meditation,2023-01-05,success,
daily_youtube,2023-01-22,fail,
fifteen_min_meditation,2022-12-25,success,
fifteen_min_meditation,2022-12-27,fail,
fifteen_min_meditation,2022-12-28,success,
fifteen_min_meditation,2022-12-29,fail,
fifteen_min_meditation,2022-12-30,success,
daily_youtube,2023-01-23,fail,
fifteen_min_meditation,2023-01-01,fail,
fifteen_min_meditation,2023-01-06,success,
fifteen_min_meditation,2023-01-07,success,
fifteen_min_meditation,2023-01-08,success,
fifteen_min_meditation,2023-01-09,success,
fifteen_min_meditation,2023-01-10,success,
fifteen_min_meditation,2023-01-11,fail,
fifteen_min_meditation,2023-01-12,fail,
fifteen_min_meditation,2023-01-13,fail,
fifteen_min_meditation,2023-01-14,fail,
